Date,Exercise,Category,Type,Set,Weight,WeightType,Reps,Duration,Note
2026-01-21,Dips,push,reps,2,,bodyweight,8,,
2026-01-21,Dips,push,reps,3,,bodyweight,7,,
2026-01-21,Incline Dumbbell Press,push,reps,1,55,lbs,11,,
2026-01-21,Incline Dumbbell Press,push,reps,2,55,lbs,10,,
2026-01-21,Incline Dumbbell Press,push,reps,3,55,lbs,9,,
2026-01-21,Lateral Raises,push,reps,1,25,lbs,14,,
2026-01-21,Lateral Raises,push,reps,2,25,lbs,13,,
2026-01-21,Lateral Raises,push,reps,3,25,lbs,12,,
2026-01-21,Overhead Press,push,reps,1,100,lbs,6,,Mood:2
2026-01-21,Overhead Press,push,reps,2,100,lbs,6,,
2026-01-21,Overhead Press,push,reps,3,100,lbs,6,,
2026-01-21,Push Ups,push,reps,1,,bodyweight,20,,
2026-01-21,Push Ups,push,reps,2,,bodyweight,18,,
2026-01-21,Push Ups,push,reps,3,,bodyweight,16,,
2026-01-21,Tricep Pushdowns,push,reps,1,60,lbs,13,,
2026-01-21,Tricep Pushdowns,push,reps,2,60,lbs,12,,
2026-01-21,Tricep Pushdowns,push,reps,3,60,lbs,11,,
__DAYSPLIT__,2026-01-23,Mobility,,,,,,,
2026-01-23,Hip Flexor Stretches,mobility,timed,1,,bodyweight,,35,General:Getting back to normal
2026-01-23,Pigeon Stretch,mobility,timed,1,,bodyweight,,35,Mood:3
2026-01-23,Thoracic Spine Rotation,mobility,timed,1,,bodyweight,,35,
__DAYSPLIT__,2026-01-26,Cardio,,,,,,,
2026-01-26,Treadmill Run,cardio,timed,1,,bodyweight,,1320,Mood:3
__DAYSPLIT__,2026-01-27,Pull,,,,,,,
2026-01-27,Band Pull Aparts,pull,reps,1,,banded,22,,Green|Mood:5
2026-01-27,Band Pull Aparts,pull,reps,2,,banded,21,,
2026-01-27,Band Pull Aparts,pull,reps,3,,banded,18,,
2026-01-27,Banded Pullups,pull,reps,1,,banded,11,,Green|Mood:5
2026-01-27,Banded Pullups,pull,reps,2,,banded,10,,
2026-01-27,Banded Pullups,pull,reps,3,,banded,9,,
2026-01-27,Barbell Rows,pull,reps,1,185,lbs,6,,
2026-01-27,Barbell Rows,pull,reps,2,185,lbs,6,,
2026-01-27,Barbell Rows,pull,reps,3,185,lbs,6,,
2026-01-27,Dead Hangs,pull,timed,1,,bodyweight,,48,Mood:5
2026-01-27,Dumbbell Curls,pull,reps,1,30,lbs,12,,
2026-01-27,Dumbbell Curls,pull,reps,2,30,lbs,10,,
2026-01-27,Dumbbell Curls,pull,reps,3,30,lbs,10,,
2026-01-27,Face Pulls,pull,reps,1,70,lbs,15,,General:First PT exercise
2026-01-27,Face Pulls,pull,reps,2,70,lbs,15,,
2026-01-27,Face Pulls,pull,reps,3,70,lbs,14,,
2026-01-27,Lat Pulldowns,pull,reps,1,150,lbs,12,,Mood:5
2026-01-27,Lat Pulldowns,pull,reps,2,150,lbs,10,,
2026-01-27,Lat Pulldowns,pull,reps,3,150,lbs,10,,
2026-01-27,Plank,core,timed,1,,bodyweight,,66,Mood:5
2026-01-27,Plank,core,timed,2,,bodyweight,,66,
2026-01-27,Plank,core,timed,3,,bodyweight,,61,
__DAYSPLIT__,2026-01-28,Pull,,,,,,,
2026-01-28,Band Pull Aparts,pull,reps,1,,banded,23,,Green|Mood:4
2026-01-28,Band Pull Aparts,pull,reps,2,,banded,21,,
2026-01-28,Band Pull Aparts,pull,reps,3,,banded,17,,
2026-01-28,Banded Pullups,pull,reps,1,,banded,11,,Green
2026-01-28,Banded Pullups,pull,reps,2,,banded,10,,
2026-01-28,Banded Pullups,pull,reps,3,,banded,9,,
2026-01-28,Barbell Rows,pull,reps,1,185,lbs,5,,Mood:4|General:Nutrition needs work. Kebab at midnight again.
2026-01-28,Barbell Rows,pull,reps,2,185,lbs,6,,
2026-01-28,Barbell Rows,pull,reps,3,185,lbs,6,,
2026-01-28,Dead Hangs,pull,timed,1,,bodyweight,,48,Mood:4
2026-01-28,Dumbbell Curls,pull,reps,1,30,lbs,12,,Mood:4
2026-01-28,Dumbbell Curls,pull,reps,2,30,lbs,10,,
2026-01-28,Dumbbell Curls,pull,reps,3,30,lbs,10,,
2026-01-28,Face Pulls,pull,reps,1,70,lbs,15,,
2026-01-28,Face Pulls,pull,reps,2,70,lbs,15,,
2026-01-28,Face Pulls,pull,reps,3,70,lbs,14,,
2026-01-28,Lat Pulldowns,pull,reps,1,150,lbs,12,,Mood:4|Form:Lean back slightly
2026-01-28,Lat Pulldowns,pull,reps,2,150,lbs,10,,
2026-01-28,Lat Pulldowns,pull,reps,3,150,lbs,10,,
2026-01-28,Plank,core,timed,1,,bodyweight,,66,Mood:2|Form:Brace core
2026-01-28,Plank,core,timed,2,,bodyweight,,66,
2026-01-28,Plank,core,timed,3,,bodyweight,,61,
2026-01-28,Treadmill Run,cardio,timed,1,,bodyweight,,1320,Mood:4
__DAYSPLIT__,2026-02-01,Pull,,,,,,,
2026-02-01,Band Pull Aparts,pull,reps,1,,banded,23,,Red|Mood:5
2026-02-01,Band Pull Aparts,pull,reps,2,,banded,21,,
2026-02-01,Band Pull Aparts,pull,reps,3,,banded,18,,
2026-02-01,Banded Pullups,pull,reps,1,,banded,11,,Red|Mood:5|General:Graduated to red band! Less assistance. Feels real
2026-02-01,Banded Pullups,pull,reps,2,,banded,10,,
2026-02-01,Banded Pullups,pull,reps,3,,banded,9,,
2026-02-01,Barbell Rows,pull,reps,1,185,lbs,6,,Mood:5
2026-02-01,Barbell Rows,pull,reps,2,185,lbs,6,,
2026-02-01,Barbell Rows,pull,reps,3,185,lbs,6,,
2026-02-01,Dead Hangs,pull,timed,1,,bodyweight,,48,Mood:5
2026-02-01,Dumbbell Curls,pull,reps,1,30,lbs,12,,
2026-02-01,Dumbbell Curls,pull,reps,2,30,lbs,10,,
2026-02-01,Dumbbell Curls,pull,reps,3,30,lbs,10,,
2026-02-01,Face Pulls,pull,reps,1,70,lbs,15,,
2026-02-01,Face Pulls,pull,reps,2,70,lbs,15,,
2026-02-01,Face Pulls,pull,reps,3,70,lbs,14,,
2026-02-01,Lat Pulldowns,pull,reps,1,150,lbs,12,,Mood:5
2026-02-01,Lat Pulldowns,pull,reps,2,150,lbs,10,,
2026-02-01,Lat Pulldowns,pull,reps,3,150,lbs,8,,
2026-02-01,Plank,core,timed,1,,bodyweight,,66,
2026-02-01,Plank,core,timed,2,,bodyweight,,66,
2026-02-01,Plank,core,timed,3,,bodyweight,,61,
__DAYSPLIT__,2026-02-02,Push,,,,,,,
2026-02-02,Ab Wheel Rollouts,core,reps,1,,bodyweight,12,,Mood:4
2026-02-02,Ab Wheel Rollouts,core,reps,2,,bodyweight,10,,
2026-02-02,Ab Wheel Rollouts,core,reps,3,,bodyweight,9,,
2026-02-02,Bench Press,push,reps,1,145,lbs,6,,Mood:4
2026-02-02,Bench Press,push,reps,2,145,lbs,6,,
2026-02-02,Bench Press,push,reps,3,145,lbs,6,,
2026-02-02,Cable Woodchops,core,reps,1,55,lbs,14,,Mood:4
2026-02-02,Cable Woodchops,core,reps,2,55,lbs,13,,
2026-02-02,Cable Woodchops,core,reps,3,55,lbs,11,,
2026-02-02,Dips,push,reps,1,,bodyweight,11,,
2026-02-02,Dips,push,reps,2,,bodyweight,9,,
2026-02-02,Dips,push,reps,3,,bodyweight,8,,
2026-02-02,Hanging Leg Raises,core,reps,1,,bodyweight,10,,
2026-02-02,Hanging Leg Raises,core,reps,2,,bodyweight,7,,
2026-02-02,Hanging Leg Raises,core,reps,3,,bodyweight,7,,
2026-02-02,Incline Dumbbell Press,push,reps,1,55,lbs,12,,
2026-02-02,Incline Dumbbell Press,push,reps,2,55,lbs,11,,
2026-02-02,Incline Dumbbell Press,push,reps,3,55,lbs,10,,
2026-02-02,Lateral Raises,push,reps,1,30,lbs,14,,Mood:4
2026-02-02,Lateral Raises,push,reps,2,30,lbs,13,,
2026-02-02,Lateral Raises,push,reps,3,30,lbs,12,,
2026-02-02,Overhead Press,push,reps,1,100,lbs,6,,Mood:4|Form:Full lockout
2026-02-02,Overhead Press,push,reps,2,100,lbs,6,,
2026-02-02,Overhead Press,push,reps,3,100,lbs,6,,
2026-02-02,Push Ups,push,reps,1,,bodyweight,23,,Mood:4
2026-02-02,Push Ups,push,reps,2,,bodyweight,20,,
2026-02-02,Push Ups,push,reps,3,,bodyweight,18,,
2026-02-02,Tricep Pushdowns,push,reps,1,65,lbs,14,,Mood:4
2026-02-02,Tricep Pushdowns,push,reps,2,65,lbs,12,,
2026-02-02,Tricep Pushdowns,push,reps,3,65,lbs,11,,
__DAYSPLIT__,2026-02-03,Mobility,,,,,,,
2026-02-03,Hip Flexor Stretches,mobility,timed,1,,bodyweight,,40,
2026-02-03,Pigeon Stretch,mobility,timed,1,,bodyweight,,54,Mood:3
2026-02-03,Thoracic Spine Rotation,mobility,timed,1,,bodyweight,,40,Mood:3
__DAYSPLIT__,2026-02-05,Push,,,,,,,
2026-02-05,Bench Press,push,reps,1,145,lbs,6,,Mood:4|General:Nutrition needs work. Kebab at midnight again.
2026-02-05,Bench Press,push,reps,2,145,lbs,6,,
2026-02-05,Bench Press,push,reps,3,145,lbs,6,,
2026-02-05,Dips,push,reps,1,,bodyweight,11,,
2026-02-05,Dips,push,reps,2,,bodyweight,9,,
2026-02-05,Dips,push,reps,3,,bodyweight,7,,
2026-02-05,Incline Dumbbell Press,push,reps,1,55,lbs,12,,Mood:4
2026-02-05,Incline Dumbbell Press,push,reps,2,55,lbs,11,,
2026-02-05,Incline Dumbbell Press,push,reps,3,55,lbs,10,,
2026-02-05,Lateral Raises,push,reps,1,30,lbs,14,,Mood:4
2026-02-05,Lateral Raises,push,reps,2,30,lbs,13,,
2026-02-05,Lateral Raises,push,reps,3,30,lbs,11,,
2026-02-05,Overhead Press,push,reps,1,100,lbs,6,,
2026-02-05,Overhead Press,push,reps,2,100,lbs,6,,
2026-02-05,Overhead Press,push,reps,3,100,lbs,6,,
2026-02-05,Push Ups,push,reps,1,,bodyweight,23,,
2026-02-05,Push Ups,push,reps,2,,bodyweight,20,,
2026-02-05,Push Ups,push,reps,3,,bodyweight,17,,
2026-02-05,Treadmill Run,cardio,timed,1,,bodyweight,,1376,Mood:4
2026-02-05,Tricep Pushdowns,push,reps,1,65,lbs,14,,Mood:4
2026-02-05,Tricep Pushdowns,push,reps,2,65,lbs,13,,
2026-02-05,Tricep Pushdowns,push,reps,3,65,lbs,11,,
__DAYSPLIT__,2026-02-06,Pull,,,,,,,
2026-02-06,Band Pull Aparts,pull,reps,1,,banded,23,,Red|Mood:4
2026-02-06,Band Pull Aparts,pull,reps,2,,banded,21,,
2026-02-06,Band Pull Aparts,pull,reps,3,,banded,18,,
2026-02-06,Banded Pullups,pull,reps,1,,banded,12,,Red|Mood:4|Form:Engage lats first
2026-02-06,Banded Pullups,pull,reps,2,,banded,11,,
2026-02-06,Banded Pullups,pull,reps,3,,banded,10,,
2026-02-06,Barbell Rows,pull,reps,1,195,lbs,6,,Mood:4
2026-02-06,Barbell Rows,pull,reps,2,195,lbs,6,,
2026-02-06,Barbell Rows,pull,reps,3,195,lbs,6,,
2026-02-06,Dead Hangs,pull,timed,1,,bodyweight,,50,Mood:4
2026-02-06,Dumbbell Curls,pull,reps,1,35,lbs,12,,
2026-02-06,Dumbbell Curls,pull,reps,2,35,lbs,11,,
2026-02-06,Dumbbell Curls,pull,reps,3,35,lbs,10,,
2026-02-06,Face Pulls,pull,reps,1,70,lbs,14,,Mood:4|Form:Retract scapula
2026-02-06,Face Pulls,pull,reps,2,70,lbs,15,,
2026-02-06,Face Pulls,pull,reps,3,70,lbs,13,,
2026-02-06,Lat Pulldowns,pull,reps,1,150,lbs,12,,
2026-02-06,Lat Pulldowns,pull,reps,2,150,lbs,11,,
2026-02-06,Lat Pulldowns,pull,reps,3,150,lbs,10,,
__DAYSPLIT__,2026-02-08,Push,,,,,,,
2026-02-08,Bench Press,push,reps,1,145,lbs,6,,
2026-02-08,Bench Press,push,reps,2,145,lbs,5,,
2026-02-08,Bench Press,push,reps,3,145,lbs,6,,
2026-02-08,Dips,push,reps,1,,bodyweight,11,,Mood:3
2026-02-08,Dips,push,reps,2,,bodyweight,9,,
2026-02-08,Dips,push,reps,3,,bodyweight,8,,
2026-02-08,Incline Dumbbell Press,push,reps,1,55,lbs,12,,
2026-02-08,Incline Dumbbell Press,push,reps,2,55,lbs,11,,
2026-02-08,Incline Dumbbell Press,push,reps,3,55,lbs,10,,
2026-02-08,Lateral Raises,push,reps,1,30,lbs,14,,
2026-02-08,Lateral Raises,push,reps,2,30,lbs,13,,
2026-02-08,Lateral Raises,push,reps,3,30,lbs,12,,
2026-02-08,Overhead Press,push,reps,1,100,lbs,6,,
2026-02-08,Overhead Press,push,reps,2,100,lbs,6,,
2026-02-08,Overhead Press,push,reps,3,100,lbs,6,,
2026-02-08,Push Ups,push,reps,1,,bodyweight,23,,Mood:3
2026-02-08,Push Ups,push,reps,2,,bodyweight,20,,
2026-02-08,Push Ups,push,reps,3,,bodyweight,18,,
2026-02-08,Tricep Pushdowns,push,reps,1,65,lbs,14,,Mood:3
2026-02-08,Tricep Pushdowns,push,reps,2,65,lbs,13,,
2026-02-08,Tricep Pushdowns,push,reps,3,65,lbs,12,,
__DAYSPLIT__,2026-02-09,Legs,,,,,,,
2026-02-09,Ab Wheel Rollouts,core,reps,1,,bodyweight,13,,Mood:4
2026-02-09,Ab Wheel Rollouts,core,reps,2,,bodyweight,11,,
2026-02-09,Ab Wheel Rollouts,core,reps,3,,bodyweight,10,,
2026-02-09,Cable Woodchops,core,reps,1,55,lbs,14,,Mood:4|General:Best session in weeks
2026-02-09,Cable Woodchops,core,reps,2,55,lbs,13,,
2026-02-09,Cable Woodchops,core,reps,3,55,lbs,12,,
2026-02-09,Calf Raises,legs,reps,1,255,lbs,15,,
2026-02-09,Calf Raises,legs,reps,2,255,lbs,14,,
2026-02-09,Calf Raises,legs,reps,3,255,lbs,13,,
2026-02-09,Hanging Leg Raises,core,reps,1,,bodyweight,10,,
2026-02-09,Hanging Leg Raises,core,reps,2,,bodyweight,9,,
2026-02-09,Hanging Leg Raises,core,reps,3,,bodyweight,8,,
2026-02-09,Leg Curls,legs,reps,1,120,lbs,12,,Mood:4
2026-02-09,Leg Curls,legs,reps,2,120,lbs,11,,
2026-02-09,Leg Curls,legs,reps,3,120,lbs,10,,
2026-02-09,Leg Press,legs,reps,1,400,lbs,12,,Mood:4
2026-02-09,Leg Press,legs,reps,2,400,lbs,11,,
2026-02-09,Leg Press,legs,reps,3,400,lbs,10,,
2026-02-09,Romanian Deadlift,legs,reps,1,195,lbs,6,,Mood:4
2026-02-09,Romanian Deadlift,legs,reps,2,195,lbs,6,,
2026-02-09,Romanian Deadlift,legs,reps,3,195,lbs,6,,
2026-02-09,Squat,legs,reps,1,200,lbs,7,,Mood:4|Form:Knees tracking toes
2026-02-09,Squat,legs,reps,2,200,lbs,6,,
2026-02-09,Squat,legs,reps,3,200,lbs,6,,
2026-02-09,Treadmill Run,cardio,timed,1,,bodyweight,,1432,
2026-02-09,Walking Lunges,legs,reps,1,35,lbs,12,,Mood:4
2026-02-09,Walking Lunges,legs,reps,2,35,lbs,12,,
2026-02-09,Walking Lunges,legs,reps,3,35,lbs,12,,
__DAYSPLIT__,2026-02-11,Pull,,,,,,,
2026-02-11,Band Pull Aparts,pull,reps,1,,banded,24,,Red|Mood:4
2026-02-11,Band Pull Aparts,pull,reps,2,,banded,21,,
2026-02-11,Band Pull Aparts,pull,reps,3,,banded,19,,
2026-02-11,Banded Pullups,pull,reps,1,,banded,12,,Red|Mood:4|General:Getting closer to unassisted
2026-02-11,Banded Pullups,pull,reps,2,,banded,11,,
2026-02-11,Banded Pullups,pull,reps,3,,banded,10,,
2026-02-11,Barbell Rows,pull,reps,1,200,lbs,5,,Mood:4|Form:Keep chest up
2026-02-11,Barbell Rows,pull,reps,2,200,lbs,6,,
2026-02-11,Barbell Rows,pull,reps,3,200,lbs,6,,
2026-02-11,Dead Hangs,pull,timed,1,,bodyweight,,52,Mood:4|Form:Breathe through it
2026-02-11,Dumbbell Curls,pull,reps,1,35,lbs,11,,Mood:4
2026-02-11,Dumbbell Curls,pull,reps,2,35,lbs,11,,
2026-02-11,Dumbbell Curls,pull,reps,3,35,lbs,10,,
2026-02-11,Face Pulls,pull,reps,1,70,lbs,15,,Mood:4
2026-02-11,Face Pulls,pull,reps,2,70,lbs,15,,
2026-02-11,Face Pulls,pull,reps,3,70,lbs,14,,
2026-02-11,Lat Pulldowns,pull,reps,1,150,lbs,12,,Mood:4
2026-02-11,Lat Pulldowns,pull,reps,2,150,lbs,11,,
2026-02-11,Lat Pulldowns,pull,reps,3,150,lbs,10,,
__DAYSPLIT__,2026-02-14,Push,,,,,,,
2026-02-14,Bench Press,push,reps,1,150,lbs,6,,Mood:4|General:Nutrition needs work. Kebab at midnight again.
2026-02-14,Bench Press,push,reps,2,150,lbs,6,,
2026-02-14,Bench Press,push,reps,3,150,lbs,6,,
2026-02-14,Dips,push,reps,1,,bodyweight,11,,Mood:4
2026-02-14,Dips,push,reps,2,,bodyweight,9,,
2026-02-14,Dips,push,reps,3,,bodyweight,7,,
2026-02-14,Incline Dumbbell Press,push,reps,1,60,lbs,12,,
2026-02-14,Incline Dumbbell Press,push,reps,2,60,lbs,11,,
2026-02-14,Incline Dumbbell Press,push,reps,3,60,lbs,10,,
2026-02-14,Lateral Raises,push,reps,1,30,lbs,14,,Mood:4
2026-02-14,Lateral Raises,push,reps,2,30,lbs,13,,
2026-02-14,Lateral Raises,push,reps,3,30,lbs,13,,
2026-02-14,Overhead Press,push,reps,1,105,lbs,6,,Mood:4
2026-02-14,Overhead Press,push,reps,2,105,lbs,6,,
2026-02-14,Overhead Press,push,reps,3,105,lbs,6,,
2026-02-14,Push Ups,push,reps,1,,bodyweight,24,,Mood:4
2026-02-14,Push Ups,push,reps,2,,bodyweight,20,,
2026-02-14,Push Ups,push,reps,3,,bodyweight,18,,
2026-02-14,Tricep Pushdowns,push,reps,1,65,lbs,14,,Mood:4
2026-02-14,Tricep Pushdowns,push,reps,2,65,lbs,13,,
2026-02-14,Tricep Pushdowns,push,reps,3,65,lbs,12,,
__DAYSPLIT__,2026-02-16,Pull,,,,,,,
2026-02-16,Band Pull Aparts,pull,reps,1,,banded,24,,Red
2026-02-16,Band Pull Aparts,pull,reps,2,,banded,22,,
2026-02-16,Band Pull Aparts,pull,reps,3,,banded,19,,
2026-02-16,Banded Pullups,pull,reps,1,,banded,13,,Red|Mood:4
2026-02-16,Banded Pullups,pull,reps,2,,banded,12,,
2026-02-16,Banded Pullups,pull,reps,3,,banded,11,,
2026-02-16,Barbell Rows,pull,reps,1,200,lbs,6,,Mood:3
2026-02-16,Barbell Rows,pull,reps,2,200,lbs,6,,
2026-02-16,Barbell Rows,pull,reps,3,200,lbs,6,,
2026-02-16,Dead Hangs,pull,timed,1,,bodyweight,,55,Mood:4
2026-02-16,Dumbbell Curls,pull,reps,1,35,lbs,12,,
2026-02-16,Dumbbell Curls,pull,reps,2,35,lbs,11,,
2026-02-16,Dumbbell Curls,pull,reps,3,35,lbs,10,,
2026-02-16,Face Pulls,pull,reps,1,75,lbs,15,,Mood:4
2026-02-16,Face Pulls,pull,reps,2,75,lbs,15,,
2026-02-16,Face Pulls,pull,reps,3,75,lbs,14,,
2026-02-16,Lat Pulldowns,pull,reps,1,155,lbs,12,,Mood:4
2026-02-16,Lat Pulldowns,pull,reps,2,155,lbs,11,,
2026-02-16,Lat Pulldowns,pull,reps,3,155,lbs,10,,
2026-02-16,Plank,core,timed,1,,bodyweight,,74,
2026-02-16,Plank,core,timed,2,,bodyweight,,74,
2026-02-16,Plank,core,timed,3,,bodyweight,,69,
__DAYSPLIT__,2026-02-17,Push,,,,,,,
2026-02-17,Ab Wheel Rollouts,core,reps,1,,bodyweight,14,,Mood:3
2026-02-17,Ab Wheel Rollouts,core,reps,2,,bodyweight,12,,
2026-02-17,Ab Wheel Rollouts,core,reps,3,,bodyweight,11,,
2026-02-17,Bench Press,push,reps,1,150,lbs,6,,
2026-02-17,Bench Press,push,reps,2,150,lbs,6,,
2026-02-17,Bench Press,push,reps,3,150,lbs,5,,
2026-02-17,Cable Woodchops,core,reps,1,55,lbs,14,,Mood:3
2026-02-17,Cable Woodchops,core,reps,2,55,lbs,13,,
2026-02-17,Cable Woodchops,core,reps,3,55,lbs,12,,
2026-02-17,Dips,push,reps,1,,bodyweight,11,,
2026-02-17,Dips,push,reps,2,,bodyweight,10,,
2026-02-17,Dips,push,reps,3,,bodyweight,8,,
2026-02-17,Hanging Leg Raises,core,reps,1,,bodyweight,11,,Mood:3
2026-02-17,Hanging Leg Raises,core,reps,2,,bodyweight,9,,
2026-02-17,Hanging Leg Raises,core,reps,3,,bodyweight,8,,
2026-02-17,Incline Dumbbell Press,push,reps,1,60,lbs,12,,
2026-02-17,Incline Dumbbell Press,push,reps,2,60,lbs,11,,
2026-02-17,Incline Dumbbell Press,push,reps,3,60,lbs,10,,
2026-02-17,Lateral Raises,push,reps,1,30,lbs,15,,Mood:3
2026-02-17,Lateral Raises,push,reps,2,30,lbs,14,,
2026-02-17,Lateral Raises,push,reps,3,30,lbs,12,,
2026-02-17,Overhead Press,push,reps,1,105,lbs,6,,
2026-02-17,Overhead Press,push,reps,2,105,lbs,6,,
2026-02-17,Overhead Press,push,reps,3,105,lbs,6,,
2026-02-17,Plank,core,timed,1,,bodyweight,,74,
2026-02-17,Plank,core,timed,2,,bodyweight,,74,
2026-02-17,Plank,core,timed,3,,bodyweight,,69,
2026-02-17,Push Ups,push,reps,1,,bodyweight,24,,Mood:3
2026-02-17,Push Ups,push,reps,2,,bodyweight,21,,
2026-02-17,Push Ups,push,reps,3,,bodyweight,19,,
2026-02-17,Tricep Pushdowns,push,reps,1,70,lbs,14,,
2026-02-17,Tricep Pushdowns,push,reps,2,70,lbs,13,,
2026-02-17,Tricep Pushdowns,push,reps,3,70,lbs,12,,
__DAYSPLIT__,2026-02-20,Legs,,,,,,,
2026-02-20,Calf Raises,legs,reps,1,260,lbs,15,,Mood:4
2026-02-20,Calf Raises,legs,reps,2,260,lbs,15,,
2026-02-20,Calf Raises,legs,reps,3,260,lbs,14,,
2026-02-20,Leg Curls,legs,reps,1,125,lbs,12,,
2026-02-20,Leg Curls,legs,reps,2,125,lbs,11,,
2026-02-20,Leg Curls,legs,reps,3,125,lbs,10,,
2026-02-20,Leg Press,legs,reps,1,405,lbs,12,,
2026-02-20,Leg Press,legs,reps,2,405,lbs,11,,
2026-02-20,Leg Press,legs,reps,3,405,lbs,9,,
2026-02-20,Romanian Deadlift,legs,reps,1,195,lbs,6,,Mood:4
2026-02-20,Romanian Deadlift,legs,reps,2,195,lbs,6,,
2026-02-20,Romanian Deadlift,legs,reps,3,195,lbs,6,,
2026-02-20,Squat,legs,reps,1,205,lbs,7,,Mood:4|Form:Depth looking good
2026-02-20,Squat,legs,reps,2,205,lbs,7,,
2026-02-20,Squat,legs,reps,3,205,lbs,6,,
2026-02-20,Walking Lunges,legs,reps,1,40,lbs,12,,
2026-02-20,Walking Lunges,legs,reps,2,40,lbs,11,,
2026-02-20,Walking Lunges,legs,reps,3,40,lbs,12,,
__DAYSPLIT__,2026-02-22,Pull,,,,,,,
2026-02-22,Band Pull Aparts,pull,reps,1,,banded,24,,Red|Mood:5
2026-02-22,Band Pull Aparts,pull,reps,2,,banded,22,,
2026-02-22,Band Pull Aparts,pull,reps,3,,banded,19,,
2026-02-22,Banded Pullups,pull,reps,1,,banded,14,,Red|Mood:5
2026-02-22,Banded Pullups,pull,reps,2,,banded,13,,
2026-02-22,Banded Pullups,pull,reps,3,,banded,12,,
2026-02-22,Barbell Rows,pull,reps,1,200,lbs,6,,Mood:5
2026-02-22,Barbell Rows,pull,reps,2,200,lbs,6,,
2026-02-22,Barbell Rows,pull,reps,3,200,lbs,6,,
2026-02-22,Dead Hangs,pull,timed,1,,bodyweight,,55,Mood:5
2026-02-22,Dumbbell Curls,pull,reps,1,35,lbs,12,,Mood:5
2026-02-22,Dumbbell Curls,pull,reps,2,35,lbs,11,,
2026-02-22,Dumbbell Curls,pull,reps,3,35,lbs,10,,
2026-02-22,Face Pulls,pull,reps,1,75,lbs,14,,
2026-02-22,Face Pulls,pull,reps,2,75,lbs,15,,
2026-02-22,Face Pulls,pull,reps,3,75,lbs,14,,
2026-02-22,Lat Pulldowns,pull,reps,1,155,lbs,12,,
2026-02-22,Lat Pulldowns,pull,reps,2,155,lbs,11,,
2026-02-22,Lat Pulldowns,pull,reps,3,155,lbs,10,,
2026-02-22,Plank,core,timed,1,,bodyweight,,74,Mood:5
2026-02-22,Plank,core,timed,2,,bodyweight,,74,
2026-02-22,Plank,core,timed,3,,bodyweight,,69,
2026-02-22,Treadmill Run,cardio,timed,1,,bodyweight,,1488,
__DAYSPLIT__,2026-02-23,Push,,,,,,,
2026-02-23,Bench Press,push,reps,1,150,lbs,6,,Mood:4|Form:Keep shoulder blades pinched
2026-02-23,Bench Press,push,reps,2,150,lbs,6,,
2026-02-23,Bench Press,push,reps,3,150,lbs,6,,
2026-02-23,Dips,push,reps,1,,bodyweight,12,,Mood:4|Form:Full depth
2026-02-23,Dips,push,reps,2,,bodyweight,10,,
2026-02-23,Dips,push,reps,3,,bodyweight,9,,
2026-02-23,Incline Dumbbell Press,push,reps,1,60,lbs,12,,
2026-02-23,Incline Dumbbell Press,push,reps,2,60,lbs,11,,
2026-02-23,Incline Dumbbell Press,push,reps,3,60,lbs,10,,
2026-02-23,Lateral Raises,push,reps,1,30,lbs,15,,
2026-02-23,Lateral Raises,push,reps,2,30,lbs,14,,
2026-02-23,Lateral Raises,push,reps,3,30,lbs,12,,
2026-02-23,Overhead Press,push,reps,1,105,lbs,6,,Mood:4
2026-02-23,Overhead Press,push,reps,2,105,lbs,6,,
2026-02-23,Overhead Press,push,reps,3,105,lbs,6,,
2026-02-23,Push Ups,push,reps,1,,bodyweight,24,,
2026-02-23,Push Ups,push,reps,2,,bodyweight,22,,
2026-02-23,Push Ups,push,reps,3,,bodyweight,20,,
2026-02-23,Tricep Pushdowns,push,reps,1,70,lbs,14,,
2026-02-23,Tricep Pushdowns,push,reps,2,70,lbs,12,,
2026-02-23,Tricep Pushdowns,push,reps,3,70,lbs,11,,
__DAYSPLIT__,2026-02-24,Legs,,,,,,,
2026-02-24,Ab Wheel Rollouts,core,reps,1,,bodyweight,14,,
2026-02-24,Ab Wheel Rollouts,core,reps,2,,bodyweight,12,,
2026-02-24,Ab Wheel Rollouts,core,reps,3,,bodyweight,10,,
2026-02-24,Cable Woodchops,core,reps,1,60,lbs,15,,Mood:3
2026-02-24,Cable Woodchops,core,reps,2,60,lbs,13,,
2026-02-24,Cable Woodchops,core,reps,3,60,lbs,13,,
2026-02-24,Calf Raises,legs,reps,1,265,lbs,15,,Mood:3
2026-02-24,Calf Raises,legs,reps,2,265,lbs,15,,
2026-02-24,Calf Raises,legs,reps,3,265,lbs,13,,
2026-02-24,Hanging Leg Raises,core,reps,1,,bodyweight,11,,
2026-02-24,Hanging Leg Raises,core,reps,2,,bodyweight,9,,
2026-02-24,Hanging Leg Raises,core,reps,3,,bodyweight,9,,
2026-02-24,Leg Curls,legs,reps,1,125,lbs,12,,Mood:3
2026-02-24,Leg Curls,legs,reps,2,125,lbs,11,,
2026-02-24,Leg Curls,legs,reps,3,125,lbs,10,,
2026-02-24,Leg Press,legs,reps,1,415,lbs,12,,
2026-02-24,Leg Press,legs,reps,2,415,lbs,11,,
2026-02-24,Leg Press,legs,reps,3,415,lbs,10,,
2026-02-24,Romanian Deadlift,legs,reps,1,200,lbs,6,,Mood:3
